Level,Function Name,Inclusive Samples,Exclusive Samples,Inclusive Samples %,Exclusive Samples %,Module Name,
30,"[atlthunk.dll]",7,0,0.02,0.00,"atlthunk.dll",
31,"[duser.dll]",7,0,0.02,0.00,"duser.dll",
32,"[user32.dll]",7,0,0.02,0.00,"user32.dll",
33,"[comdlg32.dll]",7,0,0.02,0.00,"comdlg32.dll",
34,"[comctl32.dll]",7,7,0.02,0.02,"comctl32.dll",
24,"[dui70.dll]",44,0,0.11,0.00,"dui70.dll",
25,"[dui70.dll]",40,1,0.10,0.00,"dui70.dll",
26,"[ntdll.dll]",15,0,0.04,0.00,"ntdll.dll",
27,"[atlthunk.dll]",15,0,0.04,0.00,"atlthunk.dll",
28,"[duser.dll]",15,0,0.04,0.00,"duser.dll",
29,"[user32.dll]",15,0,0.04,0.00,"user32.dll",
30,"[atlthunk.dll]",12,0,0.03,0.00,"atlthunk.dll",
31,"[duser.dll]",12,0,0.03,0.00,"duser.dll",
32,"[user32.dll]",12,3,0.03,0.01,"user32.dll",
33,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
34,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
35,"[comctl32.dll]",9,0,0.02,0.00,"comctl32.dll",
36,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
37,"[ExplorerFrame.dll]",9,0,0.02,0.00,"ExplorerFrame.dll",
38,"[comctl32.dll]",9,1,0.02,0.00,"comctl32.dll",
39,"[duser.dll]",8,0,0.02,0.00,"duser.dll",
40,"[user32.dll]",8,0,0.02,0.00,"user32.dll",
41,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
42,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
43,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
44,"[user32.dll]",8,0,0.02,0.00,"user32.dll",
45,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
46,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
47,"[comctl32.dll]",8,0,0.02,0.00,"comctl32.dll",
48,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
49,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
50,"[comctl32.dll]",8,0,0.02,0.00,"comctl32.dll",
51,"[duser.dll]",8,0,0.02,0.00,"duser.dll",
52,"[user32.dll]",8,0,0.02,0.00,"user32.dll",
53,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
54,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
55,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
56,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
57,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
58,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
59,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
60,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
61,"[dui70.dll]",7,0,0.02,0.00,"dui70.dll",
62,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
63,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
64,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
65,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
66,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
67,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
68,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
69,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
70,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
71,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
72,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
73,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
74,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
75,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
76,"[dui70.dll]",4,0,0.01,0.00,"dui70.dll",
77,"[user32.dll]",4,4,0.01,0.01,"user32.dll",
62,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
63,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
64,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
65,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
66,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
67,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
68,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
69,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
70,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
71,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
64,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
65,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
66,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
67,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
57,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
30,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
31,"[comctl32.dll]",3,0,0.01,0.00,"comctl32.dll",
32,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
33,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
34,"[user32.dll]",3,0,0.01,0.00,"user32.dll",
35,"[atlthunk.dll]",3,0,0.01,0.00,"atlthunk.dll",
36,"[duser.dll]",3,0,0.01,0.00,"duser.dll",
37,"[user32.dll]",3,0,0.01,0.00,"user32.dll",
38,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
39,"[comctl32.dll]",3,0,0.01,0.00,"comctl32.dll",
40,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
41,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
42,"[ntdll.dll]",3,3,0.01,0.01,"ntdll.dll",
26,"[win32u.dll]",13,12,0.03,0.03,"win32u.dll",
27,"[atlthunk.dll]",1,0,0.00,0.00,"atlthunk.dll",
28,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
26,"[dui70.dll]",11,0,0.03,0.00,"dui70.dll",
27,"[user32.dll]",6,6,0.01,0.01,"user32.dll",
27,"[ntdll.dll]",5,5,0.01,0.01,"ntdll.dll",
25,"[win32u.dll]",2,2,0.00,0.00,"win32u.dll",
25,"[ntdll.dll]",2,0,0.00,0.00,"ntdll.dll",
26,"[atlthunk.dll]",2,1,0.00,0.00,"atlthunk.dll",
27,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
28,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
23,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
24,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
18,"[shell32.dll]",3,1,0.01,0.00,"shell32.dll",
19,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
20,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
18,"[win32u.dll]",2,2,0.00,0.00,"win32u.dll",
18,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
17,"[user32.dll]",4,3,0.01,0.01,"user32.dll",
18,"[safemon.dll]",1,0,0.00,0.00,"safemon.dll",
19,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
17,"[KernelBase.dll]",2,2,0.00,0.00,"KernelBase.dll",
17,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
16,"[ntdll.dll]",2,2,0.00,0.00,"ntdll.dll",
16,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
15,"[ExplorerFrame.dll]",356,0,0.85,0.00,"ExplorerFrame.dll",
16,"[ExplorerFrame.dll]",349,0,0.83,0.00,"ExplorerFrame.dll",
17,"[ExplorerFrame.dll]",321,1,0.77,0.00,"ExplorerFrame.dll",
18,"[ExplorerFrame.dll]",166,0,0.40,0.00,"ExplorerFrame.dll",
19,"[windows.storage.dll]",61,58,0.15,0.14,"windows.storage.dll",
20,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
21,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
22,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
23,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
24,"[clbcatq.dll]",3,0,0.01,0.00,"clbcatq.dll",
25,"[clbcatq.dll]",2,0,0.00,0.00,"clbcatq.dll",
26,"[combase.dll]",1,1,0.00,0.00,"combase.dll",
26,"[clbcatq.dll]",1,0,0.00,0.00,"clbcatq.dll",
27,"[clbcatq.dll]",1,0,0.00,0.00,"clbcatq.dll",
28,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
25,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
19,"[dui70.dll]",46,0,0.11,0.00,"dui70.dll",
20,"[dui70.dll]",45,0,0.11,0.00,"dui70.dll",
21,"[dui70.dll]",45,0,0.11,0.00,"dui70.dll",
22,"[dui70.dll]",45,0,0.11,0.00,"dui70.dll",
23,"[dui70.dll]",44,0,0.11,0.00,"dui70.dll",
24,"[dui70.dll]",44,0,0.11,0.00,"dui70.dll",
25,"[dui70.dll]",44,0,0.11,0.00,"dui70.dll",
26,"[dui70.dll]",43,3,0.10,0.01,"dui70.dll",
27,"[dui70.dll]",36,6,0.09,0.01,"dui70.dll",
28,"[dui70.dll]",27,4,0.06,0.01,"dui70.dll",
29,"[dui70.dll]",21,4,0.05,0.01,"dui70.dll",
30,"[dui70.dll]",14,4,0.03,0.01,"dui70.dll",
31,"[dui70.dll]",5,1,0.01,0.00,"dui70.dll",
32,"[uxtheme.dll]",2,2,0.00,0.00,"uxtheme.dll",
32,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
33,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
32,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
31,"[ntdll.dll]",2,2,0.00,0.00,"ntdll.dll",
31,"[msvcrt.dll]",2,2,0.00,0.00,"msvcrt.dll",
31,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
30,"[ntdll.dll]",3,3,0.01,0.01,"ntdll.dll",
29,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
29,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
28,"[ntdll.dll]",2,2,0.00,0.00,"ntdll.dll",
28,"[msvcrt.dll]",1,1,0.00,0.00,"msvcrt.dll",
27,"[msvcrt.dll]",3,3,0.01,0.01,"msvcrt.dll",
27,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
26,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
23,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
20,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
19,"[user32.dll]",25,22,0.06,0.05,"user32.dll",
20,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
22,"[comctl32.dll]",3,1,0.01,0.00,"comctl32.dll",
23,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
25,"[comctl32.dll]",2,2,0.00,0.00,"comctl32.dll",
19,"[ExplorerFrame.dll]",19,0,0.05,0.00,"ExplorerFrame.dll",
20,"[ExplorerFrame.dll]",8,0,0.02,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",6,0,0.01,0.00,"ExplorerFrame.dll",
23,"[ExplorerFrame.dll]",6,1,0.01,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
25,"[user32.dll]",3,0,0.01,0.00,"user32.dll",
26,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
28,"[comctl32.dll]",3,0,0.01,0.00,"comctl32.dll",
29,"[duser.dll]",3,0,0.01,0.00,"duser.dll",
30,"[user32.dll]",3,0,0.01,0.00,"user32.dll",
31,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
32,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
33,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
34,"[user32.dll]",3,3,0.01,0.01,"user32.dll",
24,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
25,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
26,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
27,"[ExplorerFrame.dll]",1,1,0.00,0.00,"ExplorerFrame.dll",
27,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
28,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
29,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
30,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
31,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
32,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
33,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
34,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
22,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
21,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
22,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
23,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
24,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
25,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
20,"[user32.dll]",6,4,0.01,0.01,"user32.dll",
21,"[atlthunk.dll]",2,0,0.00,0.00,"atlthunk.dll",
22,"[duser.dll]",2,0,0.00,0.00,"duser.dll",
23,"[user32.dll]",2,0,0.00,0.00,"user32.dll",
24,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
25,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
20,"[uxtheme.dll]",3,3,0.01,0.01,"uxtheme.dll",
20,"[KernelBase.dll]",1,1,0.00,0.00,"KernelBase.dll",
20,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
21,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
22,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
23,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
24,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
25,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
26,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
27,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
19,"[uxtheme.dll]",7,0,0.02,0.00,"uxtheme.dll",
20,"[ExplorerFrame.dll]",7,0,0.02,0.00,"ExplorerFrame.dll",
21,"[shlwapi.dll]",4,0,0.01,0.00,"shlwapi.dll",
22,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
23,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
24,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
25,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
26,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
28,"[user32.dll]",2,2,0.00,0.00,"user32.dll",
27,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
23,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
21,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
23,"[win32u.dll]",2,2,0.00,0.00,"win32u.dll",
23,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
24,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
25,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
26,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
19,"[win32u.dll]",5,5,0.01,0.01,"win32u.dll",
19,"[gdi32.dll]",3,3,0.01,0.01,"gdi32.dll",
18,"[dui70.dll]",93,0,0.22,0.00,"dui70.dll",
19,"[dui70.dll]",51,0,0.12,0.00,"dui70.dll",
20,"[dui70.dll]",46,1,0.11,0.00,"dui70.dll",
21,"[dui70.dll]",43,2,0.10,0.00,"dui70.dll",
22,"[ExplorerFrame.dll]",38,0,0.09,0.00,"ExplorerFrame.dll",
23,"[dui70.dll]",38,0,0.09,0.00,"dui70.dll",
24,"[ExplorerFrame.dll]",36,0,0.09,0.00,"ExplorerFrame.dll",
25,"[dui70.dll]",36,0,0.09,0.00,"dui70.dll",
26,"[dui70.dll]",36,0,0.09,0.00,"dui70.dll",
27,"[dui70.dll]",36,0,0.09,0.00,"dui70.dll",
28,"[dui70.dll]",33,0,0.08,0.00,"dui70.dll",
29,"[dui70.dll]",19,0,0.05,0.00,"dui70.dll",
30,"[dui70.dll]",9,0,0.02,0.00,"dui70.dll",
31,"[user32.dll]",9,9,0.02,0.02,"user32.dll",
30,"[user32.dll]",9,9,0.02,0.02,"user32.dll",
30,"[uxtheme.dll]",1,1,0.00,0.00,"uxtheme.dll",
29,"[user32.dll]",13,12,0.03,0.03,"user32.dll",
30,"[atlthunk.dll]",1,0,0.00,0.00,"atlthunk.dll",
31,"[duser.dll]",1,0,0.00,0.00,"duser.dll",
32,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
33,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
34,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
29,"[win32u.dll]",1,1,0.00,0.00,"win32u.dll",
28,"[duser.dll]",3,0,0.01,0.00,"duser.dll",
29,"[duser.dll]",3,0,0.01,0.00,"duser.dll",
30,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
24,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
24,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
25,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
26,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
27,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
28,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
22,"[dui70.dll]",3,1,0.01,0.00,"dui70.dll",
23,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
24,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
25,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
26,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
27,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
21,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
23,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
24,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
25,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
26,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
27,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
28,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
27,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
28,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
29,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
30,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
31,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
20,"[user32.dll]",4,4,0.01,0.01,"user32.dll",
20,"[gdi32.dll]",1,1,0.00,0.00,"gdi32.dll",
19,"[duser.dll]",42,0,0.10,0.00,"duser.dll",
20,"[duser.dll]",42,0,0.10,0.00,"duser.dll",
21,"[duser.dll]",42,0,0.10,0.00,"duser.dll",
22,"[duser.dll]",42,0,0.10,0.00,"duser.dll",
23,"[dui70.dll]",42,0,0.10,0.00,"dui70.dll",
24,"[dui70.dll]",42,0,0.10,0.00,"dui70.dll",
25,"[ExplorerFrame.dll]",42,0,0.10,0.00,"ExplorerFrame.dll",
26,"[ExplorerFrame.dll]",42,0,0.10,0.00,"ExplorerFrame.dll",
27,"[ExplorerFrame.dll]",42,0,0.10,0.00,"ExplorerFrame.dll",
28,"[ExplorerFrame.dll]",42,0,0.10,0.00,"ExplorerFrame.dll",
29,"[dui70.dll]",27,0,0.06,0.00,"dui70.dll",
30,"[dui70.dll]",27,0,0.06,0.00,"dui70.dll",
31,"[dui70.dll]",27,5,0.06,0.01,"dui70.dll",
32,"[dui70.dll]",19,6,0.05,0.01,"dui70.dll",
33,"[dui70.dll]",13,4,0.03,0.01,"dui70.dll",
34,"[dui70.dll]",9,2,0.02,0.00,"dui70.dll",
35,"[dui70.dll]",6,2,0.01,0.00,"dui70.dll",
36,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
37,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
38,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
39,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
40,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
36,"[duser.dll]",1,1,0.00,0.00,"duser.dll",
36,"[ExplorerFrame.dll]",1,1,0.00,0.00,"ExplorerFrame.dll",
35,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
32,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
33,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
34,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
35,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
36,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
37,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
38,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
39,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
40,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
41,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
42,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
38,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
39,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
40,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
36,"[kernel32.dll]",1,1,0.00,0.00,"kernel32.dll",
29,"[ExplorerFrame.dll]",14,0,0.03,0.00,"ExplorerFrame.dll",
30,"[ExplorerFrame.dll]",12,0,0.03,0.00,"ExplorerFrame.dll",
31,"[user32.dll]",7,7,0.02,0.02,"user32.dll",
31,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
32,"[dui70.dll]",3,0,0.01,0.00,"dui70.dll",
33,"[dui70.dll]",3,1,0.01,0.00,"dui70.dll",
34,"[dui70.dll]",2,1,0.00,0.00,"dui70.dll",
35,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
36,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
31,"[ExplorerFrame.dll]",2,0,0.00,0.00,"ExplorerFrame.dll",
32,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
33,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
34,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
35,"[dui70.dll]",1,1,0.00,0.00,"dui70.dll",
33,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
30,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
31,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
32,"[dui70.dll]",2,0,0.00,0.00,"dui70.dll",
33,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
34,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
35,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
36,"[duser.dll]",1,1,0.00,0.00,"duser.dll",
33,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
34,"[dui70.dll]",1,0,0.00,0.00,"dui70.dll",
35,"[ntdll.dll]",1,1,0.00,0.00,"ntdll.dll",
29,"[windows.storage.dll]",1,1,0.00,0.00,"windows.storage.dll",
18,"[windows.storage.dll]",15,13,0.04,0.03,"windows.storage.dll",
19,"[DropboxExt.26.0.dll]",2,0,0.00,0.00,"DropboxExt.26.0.dll",
20,"[windows.storage.dll]",2,2,0.00,0.00,"windows.storage.dll",
18,"[comctl32.dll]",9,9,0.02,0.02,"comctl32.dll",
18,"[gdi32.dll]",9,9,0.02,0.02,"gdi32.dll",
18,"[user32.dll]",9,4,0.02,0.01,"user32.dll",
19,"[ExplorerFrame.dll]",5,0,0.01,0.00,"ExplorerFrame.dll",
20,"[comctl32.dll]",5,4,0.01,0.01,"comctl32.dll",
21,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
22,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
18,"[uxtheme.dll]",8,8,0.02,0.02,"uxtheme.dll",
18,"[win32u.dll]",7,7,0.02,0.02,"win32u.dll",
18,"[KernelBase.dll]",3,3,0.01,0.01,"KernelBase.dll",
18,"[shlwapi.dll]",1,0,0.00,0.00,"shlwapi.dll",
19,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
20,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
21,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
23,"[comctl32.dll]",1,1,0.00,0.00,"comctl32.dll",
17,"[user32.dll]",10,6,0.02,0.01,"user32.dll",
18,"[ExplorerFrame.dll]",4,0,0.01,0.00,"ExplorerFrame.dll",
19,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
20,"[comctl32.dll]",3,0,0.01,0.00,"comctl32.dll",
21,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
22,"[ExplorerFrame.dll]",3,0,0.01,0.00,"ExplorerFrame.dll",
23,"[comctl32.dll]",3,3,0.01,0.01,"comctl32.dll",
19,"[comctl32.dll]",1,0,0.00,0.00,"comctl32.dll",
20,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
21,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
22,"[user32.dll]",1,0,0.00,0.00,"user32.dll",
23,"[ExplorerFrame.dll]",1,0,0.00,0.00,"ExplorerFrame.dll",
24,"[user32.dll]",1,1,0.00,0.00,"user32.dll",
17,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
18,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
19,"[dui70.dll]",8,0,0.02,0.00,"dui70.dll",
20,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
21,"[dui70.dll]",5,0,0.01,0.00,"dui70.dll",
